stem,split,defect,boxes,kept_boxes,difficult_boxes,excluded,reason,image,xml
test_025,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_025.jpg,
test_026,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_026.jpg,
test_027,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_027.jpg,
test_028,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_028.jpg,
test_029,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_029.jpg,
test_030,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_030.jpg,
test_031,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_031.jpg,
test_032,test,1,2,2,1,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_032.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\test_missing_tooth\test_032.xml
test_033,test,1,2,2,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_033.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\test_missing_tooth\test_033.xml
test_034,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_034.jpg,
test_035,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_035.jpg,
test_036,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_036.jpg,
test_037,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_037.jpg,
test_038,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_038.jpg,
test_039,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_039.jpg,
test_040,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_040.jpg,
test_041,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_041.jpg,
test_042,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_042.jpg,
test_043,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_043.jpg,
test_044,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_044.jpg,
test_045,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_045.jpg,
test_046,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_046.jpg,
test_047,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_047.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\test_missing_tooth\test_047.xml
test_048,test,1,5,5,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_048.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\test_missing_tooth\test_048.xml
test_049,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_049.jpg,
test_050,test,1,4,4,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_050.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\test_missing_tooth\test_050.xml
test_051,test,1,4,4,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_051.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\test_missing_tooth\test_051.xml
test_052,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_052.jpg,
test_053,test,1,2,2,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_053.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\test_missing_tooth\test_053.xml
test_054,test,1,2,2,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_054.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\test_missing_tooth\test_054.xml
test_055,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_055.jpg,
test_056,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_056.jpg,
test_057,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_057.jpg,
test_058,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_058.jpg,
test_059,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_059.jpg,
test_060,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_060.jpg,
test_061,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_061.jpg,
test_062,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_062.jpg,
test_063,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_063.jpg,
test_064,test,1,11,11,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_064.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\test_missing_tooth\test_064.xml
test_065,test,1,3,3,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_065.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\test_missing_tooth\test_065.xml
test_066,test,1,6,6,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_066.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\test_missing_tooth\test_066.xml
test_067,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_067.jpg,
test_068,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_068.jpg,
test_069,test,1,1,1,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_069.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\test_missing_tooth\test_069.xml
test_070,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_070.jpg,
test_071,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_071.jpg,
test_072,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_072.jpg,
test_073,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_073.jpg,
test_074,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_074.jpg,
test_075,test,1,4,4,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_075.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\test_missing_tooth\test_075.xml
test_076,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_076.jpg,
test_077,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_077.jpg,
test_078,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_078.jpg,
test_079,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_079.jpg,
test_080,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_080.jpg,
test_081,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_081.jpg,
test_082,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_082.jpg,
test_083,test,1,3,3,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_083.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\test_missing_tooth\test_083.xml
test_084,test,1,2,2,2,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_084.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\test_missing_tooth\test_084.xml
test_085,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_085.jpg,
test_086,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_086.jpg,
test_087,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_087.jpg,
test_088,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_088.jpg,
test_089,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_089.jpg,
test_090,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_090.jpg,
test_091,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_091.jpg,
test_092,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_092.jpg,
test_093,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_093.jpg,
test_094,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_094.jpg,
test_095,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_095.jpg,
test_096,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_096.jpg,
test_097,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_097.jpg,
test_098,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_098.jpg,
test_099,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_099.jpg,
test_100,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_100.jpg,
test_101,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_101.jpg,
test_102,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_102.jpg,
test_103,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_103.jpg,
test_104,test,1,3,3,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_104.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\test_missing_tooth\test_104.xml
test_105,test,1,7,7,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_105.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\test_missing_tooth\test_105.xml
test_106,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_106.jpg,
test_107,test,1,2,2,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_107.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\test_missing_tooth\test_107.xml
test_108,test,1,4,4,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_108.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\test_missing_tooth\test_108.xml
test_109,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_109.jpg,
test_110,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_110.jpg,
test_111,test,1,8,8,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_111.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\test_missing_tooth\test_111.xml
test_112,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_112.jpg,
test_113,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_113.jpg,
test_114,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_114.jpg,
test_115,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_115.jpg,
test_116,test,1,2,2,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_116.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\test_missing_tooth\test_116.xml
test_117,test,1,2,2,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_117.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\test_missing_tooth\test_117.xml
test_118,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_118.jpg,
test_119,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_119.jpg,
test_120,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_120.jpg,
test_121,test,1,2,2,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_121.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\test_missing_tooth\test_121.xml
test_122,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_122.jpg,
test_123,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_123.jpg,
test_124,test,1,2,2,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_124.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\test_missing_tooth\test_124.xml
test_125,test,1,4,4,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_125.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\test_missing_tooth\test_125.xml
test_126,test,1,3,3,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_126.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\test_missing_tooth\test_126.xml
test_127,test,1,2,2,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_127.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\test_missing_tooth\test_127.xml
test_128,test,1,3,3,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_128.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\test_missing_tooth\test_128.xml
test_129,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_129.jpg,
test_130,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_130.jpg,
test_131,test,1,8,8,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_131.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\test_missing_tooth\test_131.xml
test_132,test,1,8,8,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_132.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\test_missing_tooth\test_132.xml
test_133,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_133.jpg,
test_134,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_134.jpg,
test_135,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_135.jpg,
test_136,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_136.jpg,
test_137,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_137.jpg,
test_138,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_138.jpg,
test_139,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_139.jpg,
test_140,test,1,3,3,1,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_140.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\test_missing_tooth\test_140.xml
test_141,test,1,3,3,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_141.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\test_missing_tooth\test_141.xml
test_142,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_142.jpg,
test_143,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_143.jpg,
test_144,test,1,4,4,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_144.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\test_missing_tooth\test_144.xml
test_145,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_145.jpg,
test_146,test,1,4,4,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_146.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\test_missing_tooth\test_146.xml
test_147,test,1,2,2,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_147.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\test_missing_tooth\test_147.xml
test_148,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_148.jpg,
test_149,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_149.jpg,
test_150,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_150.jpg,
