source_image,crop_path,box_index,class_id,confidence,x1,y1,x2,y2,pad_x1,pad_y1,pad_x2,pad_y2,image_width,image_height
train\train_485.jpg,crops\train\train_485.jpg,1,0,0.967077,941.75,321.55,1314.36,589.42,867,268,1389,643,2560,1440
train\train_486.jpg,crops\train\train_486.jpg,1,0,0.964723,926.35,306.20,1296.29,569.80,852,253,1370,623,2560,1440
train\train_487.jpg,crops\train\train_487.jpg,1,0,0.960095,929.30,262.46,1290.58,519.99,857,211,1363,572,2560,1440
train\train_488.jpg,crops\train\train_488.jpg,1,0,0.986588,917.69,276.56,1206.55,571.92,860,217,1264,631,2560,1440
train\train_489.jpg,crops\train\train_489.jpg,1,0,0.985185,989.49,403.52,1266.03,686.79,934,347,1321,743,2560,1440
train\train_490.jpg,crops\train\train_490.jpg,1,0,0.960066,1083.07,594.24,1436.91,854.41,1012,542,1508,906,2560,1440
train\train_491.jpg,crops\train\train_491.jpg,1,0,0.888539,1164.69,543.48,1538.04,822.46,1090,488,1613,878,2560,1440
train\train_492.jpg,crops\train\train_492.jpg,1,0,0.966310,1195.12,512.17,1570.73,779.92,1120,459,1646,833,2560,1440
train\train_493.jpg,crops\train\train_493.jpg,1,0,0.424622,1171.77,479.88,1541.81,738.33,1098,428,1616,790,2560,1440
train\train_494.jpg,crops\train\train_494.jpg,1,0,0.976450,1162.56,542.90,1518.90,785.13,1091,494,1590,834,2560,1440
train\train_495.jpg,crops\train\train_495.jpg,1,0,0.686556,1231.31,571.82,1576.26,725.99,1162,541,1645,757,2560,1440
train\train_496.jpg,crops\train\train_496.jpg,1,0,0.958042,1249.49,529.33,1598.13,677.82,1180,500,1668,708,2560,1440
val\val_001.jpg,crops\val\val_001.jpg,1,0,0.953852,1154.11,366.87,1545.04,756.27,1076,289,1623,834,2560,1440
val\val_002.jpg,crops\val\val_002.jpg,1,0,0.966917,1092.15,341.23,1483.88,708.28,1014,268,1562,782,2560,1440
val\val_003.jpg,crops\val\val_003.jpg,1,0,0.968110,962.72,405.64,1353.92,776.05,884,332,1432,850,2560,1440
val\val_004.jpg,crops\val\val_004.jpg,1,0,0.957633,981.60,418.90,1426.22,675.16,893,368,1515,726,2560,1440
val\val_005.jpg,crops\val\val_005.jpg,1,0,0.971280,1191.65,549.40,1493.38,858.85,1131,488,1554,921,2560,1440
val\val_006.jpg,crops\val\val_006.jpg,1,0,0.966889,1286.38,343.61,1605.20,646.02,1223,283,1669,707,2560,1440
val\val_007.jpg,crops\val\val_007.jpg,1,0,0.685822,1148.77,246.70,1483.00,568.65,1082,182,1550,633,2560,1440
val\val_008.jpg,crops\val\val_008.jpg,1,0,0.905878,1236.34,380.61,1648.16,661.65,1154,324,1731,718,2560,1440
val\val_009.jpg,crops\val\val_009.jpg,1,0,0.980602,1210.58,495.85,1520.50,808.38,1149,433,1582,871,2560,1440
val\val_010.jpg,crops\val\val_010.jpg,1,0,0.806203,1289.20,366.15,1649.84,712.30,1217,297,1722,782,2560,1440
val\val_011.jpg,crops\val\val_011.jpg,1,0,0.946482,1226.83,331.13,1589.09,680.37,1154,261,1662,750,2560,1440
val\val_012.jpg,crops\val\val_012.jpg,1,0,0.941407,1064.93,433.40,1471.30,724.00,984,375,1553,782,2560,1440
val\val_013.jpg,crops\val\val_013.jpg,1,0,0.979169,1260.65,555.75,1496.95,801.36,1213,507,1544,850,2560,1440
val\val_014.jpg,crops\val\val_014.jpg,1,0,0.982775,1290.58,339.65,1577.40,529.12,1233,302,1635,567,2560,1440
val\val_015.jpg,crops\val\val_015.jpg,1,0,0.984253,1235.97,370.00,1528.81,566.59,1177,331,1587,606,2560,1440
val\val_016.jpg,crops\val\val_016.jpg,1,0,0.793643,1004.85,376.56,1283.05,469.45,949,358,1339,488,2560,1440
val\val_017.jpg,crops\val\val_017.jpg,1,0,0.907893,1319.16,412.73,1542.60,642.44,1274,367,1587,688,2560,1440
val\val_018.jpg,crops\val\val_018.jpg,1,0,0.981469,1107.74,325.84,1358.50,518.51,1058,287,1409,557,2560,1440
val\val_019.jpg,crops\val\val_019.jpg,1,0,0.802369,1002.94,253.03,1264.69,450.18,951,214,1317,490,2560,1440
val\val_020.jpg,crops\val\val_020.jpg,1,0,0.916340,1035.46,251.69,1323.90,344.91,978,233,1382,364,2560,1440
val\val_021.jpg,crops\val\val_021.jpg,1,0,0.927187,1188.00,539.84,1404.35,766.52,1145,495,1448,812,2560,1440
val\val_022.jpg,crops\val\val_022.jpg,1,0,0.970554,1044.17,349.54,1292.27,543.51,995,311,1342,582,2560,1440
val\val_023.jpg,crops\val\val_023.jpg,1,0,0.930989,1039.44,244.91,1307.46,455.88,986,203,1361,498,2560,1440
val\val_024.jpg,crops\val\val_024.jpg,1,0,0.903168,1146.60,402.26,1424.37,502.96,1091,382,1480,523,2560,1440
val\val_025.jpg,crops\val\val_025.jpg,1,0,0.979842,1219.95,443.57,1447.07,676.36,1175,397,1492,723,2560,1440
val\val_026.jpg,crops\val\val_026.jpg,1,0,0.982655,1076.92,351.87,1317.07,533.30,1029,316,1365,570,2560,1440
val\val_027.jpg,crops\val\val_027.jpg,1,0,0.981240,1197.65,424.21,1443.58,611.01,1148,387,1493,648,2560,1440
val\val_028.jpg,crops\val\val_028.jpg,1,0,0.959618,1297.16,375.09,1587.25,473.29,1239,355,1645,493,2560,1440
val\val_029.jpg,crops\val\val_029.jpg,1,0,0.966914,1161.19,419.44,1438.33,708.12,1106,362,1494,766,2560,1440
val\val_030.jpg,crops\val\val_030.jpg,1,0,0.964246,1158.50,298.23,1466.85,591.07,1097,240,1529,650,2560,1440
val\val_031.jpg,crops\val\val_031.jpg,1,0,0.965372,1089.28,215.62,1426.62,543.26,1022,150,1494,609,2560,1440
val\val_032.jpg,crops\val\val_032.jpg,1,0,0.975061,1109.11,406.42,1525.70,691.88,1026,349,1609,749,2560,1440
val\val_033.jpg,crops\val\val_033.jpg,1,0,0.967590,1262.35,540.49,1460.58,742.18,1223,500,1500,783,2560,1440
val\val_034.jpg,crops\val\val_034.jpg,1,0,0.643586,1177.08,378.25,1408.33,562.29,1131,341,1455,599,2560,1440
val\val_035.jpg,crops\val\val_035.jpg,1,0,0.972149,1054.77,368.22,1293.46,561.50,1007,330,1341,600,2560,1440
val\val_036.jpg,crops\val\val_036.jpg,1,0,0.934913,1145.24,343.48,1436.73,442.71,1087,324,1495,463,2560,1440
val\val_037.jpg,crops\val\val_037.jpg,1,0,0.959568,1312.56,541.42,1534.21,777.50,1268,494,1579,825,2560,1440
val\val_038.jpg,crops\val\val_038.jpg,1,0,0.977380,1133.94,411.67,1364.35,584.63,1088,377,1410,619,2560,1440
val\val_039.jpg,crops\val\val_039.jpg,1,0,0.699096,1084.72,333.62,1331.17,509.96,1035,298,1380,545,2560,1440
val\val_040.jpg,crops\val\val_040.jpg,1,0,0.907797,1094.90,413.93,1360.73,501.60,1042,396,1414,519,2560,1440
val\val_041.jpg,crops\val\val_041.jpg,1,0,0.930718,1195.19,519.31,1406.31,742.17,1153,475,1449,787,2560,1440
val\val_042.jpg,crops\val\val_042.jpg,1,0,0.657159,1234.09,375.60,1475.72,567.64,1186,337,1524,606,2560,1440
val\val_043.jpg,crops\val\val_043.jpg,1,0,0.972722,1073.48,280.36,1337.61,492.47,1021,238,1390,535,2560,1440
val\val_044.jpg,crops\val\val_044.jpg,1,0,0.685384,1199.88,363.74,1478.63,467.75,1144,343,1534,489,2560,1440
val\val_045.jpg,crops\val\val_045.jpg,1,0,0.965440,1233.03,475.64,1562.95,812.44,1167,408,1629,880,2560,1440
val\val_046.jpg,crops\val\val_046.jpg,1,0,0.965909,906.78,371.06,1268.86,712.37,834,303,1341,781,2560,1440
val\val_047.jpg,crops\val\val_047.jpg,1,0,0.967614,1108.94,294.48,1473.24,641.58,1036,225,1546,711,2560,1440
val\val_048.jpg,crops\val\val_048.jpg,1,0,0.849405,1039.96,282.68,1421.63,539.92,964,231,1498,591,2560,1440
val\val_049.jpg,crops\val\val_049.jpg,1,0,0.930504,1374.69,508.33,1602.16,739.92,1329,462,1648,786,2560,1440
val\val_050.jpg,crops\val\val_050.jpg,1,0,0.980844,1096.10,308.60,1339.27,482.06,1047,274,1388,517,2560,1440
val\val_051.jpg,crops\val\val_051.jpg,1,0,0.973846,989.54,294.08,1236.86,476.77,940,258,1286,513,2560,1440
val\val_052.jpg,crops\val\val_052.jpg,1,0,0.951563,1074.91,448.27,1321.53,535.59,1026,431,1371,553,2560,1440
val\val_053.jpg,crops\val\val_053.jpg,1,0,0.976064,1158.57,524.87,1375.16,743.41,1115,481,1418,787,2560,1440
val\val_054.jpg,crops\val\val_054.jpg,1,0,0.917565,1164.46,416.27,1410.15,591.51,1115,381,1459,627,2560,1440
val\val_055.jpg,crops\val\val_055.jpg,1,0,0.984197,1014.07,291.96,1267.98,472.00,963,256,1319,508,2560,1440
val\val_056.jpg,crops\val\val_056.jpg,1,0,0.902497,1099.71,365.50,1350.08,457.61,1050,347,1400,476,2560,1440
val\val_057.jpg,crops\val\val_057.jpg,1,0,0.968191,1063.30,535.36,1296.48,776.28,1017,487,1343,824,2560,1440
val\val_058.jpg,crops\val\val_058.jpg,1,0,0.979069,1142.56,356.10,1394.46,522.58,1092,323,1445,556,2560,1440
val\val_059.jpg,crops\val\val_059.jpg,1,0,0.910259,1089.64,403.90,1351.79,505.08,1037,384,1404,525,2560,1440
val\val_060.jpg,crops\val\val_060.jpg,1,0,0.956886,1198.11,549.78,1414.76,768.55,1155,506,1458,812,2560,1440
val\val_061.jpg,crops\val\val_061.jpg,1,0,0.961843,1098.36,301.29,1358.44,486.54,1046,264,1410,524,2560,1440
val\val_062.jpg,crops\val\val_062.jpg,1,0,0.953177,956.75,440.06,1208.62,524.41,906,423,1259,541,2560,1440
val\val_063.jpg,crops\val\val_063.jpg,1,0,0.984446,1012.65,339.27,1263.20,523.53,963,302,1313,560,2560,1440
val\val_064.jpg,crops\val\val_064.jpg,1,0,0.401716,1249.41,519.08,1443.28,715.22,1211,480,1482,754,2560,1440
val\val_065.jpg,crops\val\val_065.jpg,1,0,0.695861,1179.60,429.12,1406.20,589.79,1134,397,1452,622,2560,1440
val\val_066.jpg,crops\val\val_066.jpg,1,0,0.935986,1135.10,402.31,1371.82,577.58,1088,367,1419,613,2560,1440
val\val_067.jpg,crops\val\val_067.jpg,1,0,0.778704,1099.41,423.86,1355.17,512.66,1048,406,1406,530,2560,1440
val\val_068.jpg,crops\val\val_068.jpg,1,0,0.966803,1288.65,523.24,1502.98,746.55,1246,479,1546,791,2560,1440
val\val_069.jpg,crops\val\val_069.jpg,1,0,0.882961,1087.54,291.74,1362.25,495.60,1033,251,1417,536,2560,1440
val\val_070.jpg,crops\val\val_070.jpg,1,0,0.789388,893.62,235.75,1189.11,458.88,835,191,1248,504,2560,1440
val\val_071.jpg,crops\val\val_071.jpg,1,0,0.945790,1035.87,382.12,1304.16,472.26,982,364,1358,490,2560,1440
val\val_072.jpg,crops\val\val_072.jpg,1,0,0.975494,1333.46,470.39,1562.33,697.03,1288,425,1608,742,2560,1440
val\val_073.jpg,crops\val\val_073.jpg,1,0,0.858807,1252.52,393.38,1478.46,543.63,1207,363,1524,574,2560,1440
val\val_074.jpg,crops\val\val_074.jpg,1,0,0.341668,1118.30,397.01,1373.86,567.09,1067,363,1425,601,2560,1440
val\val_075.jpg,crops\val\val_075.jpg,1,0,0.490657,1034.15,479.67,1295.11,570.06,982,462,1347,588,2560,1440
val\val_076.jpg,crops\val\val_076.jpg,1,0,0.977808,1209.11,426.51,1512.52,738.42,1148,364,1573,801,2560,1440
val\val_077.jpg,crops\val\val_077.jpg,1,0,0.978623,1246.96,275.24,1587.32,596.31,1179,211,1655,661,2560,1440
val\val_078.jpg,crops\val\val_078.jpg,1,0,0.959480,1133.66,225.23,1487.74,561.55,1063,158,1559,629,2560,1440
val\val_079.jpg,crops\val\val_079.jpg,1,0,0.960763,1194.40,293.13,1564.58,550.28,1120,242,1639,602,2560,1440
val\val_080.jpg,crops\val\val_080.jpg,1,0,0.962352,1026.47,450.50,1363.85,796.88,959,381,1431,866,2560,1440
val\val_081.jpg,crops\val\val_081.jpg,1,0,0.984708,1143.58,277.40,1474.18,572.01,1077,218,1540,631,2560,1440
val\val_082.jpg,crops\val\val_082.jpg,1,0,0.957018,1096.56,258.48,1441.31,559.45,1028,198,1510,620,2560,1440
val\val_083.jpg,crops\val\val_083.jpg,1,0,0.847648,1105.39,392.78,1462.83,625.31,1034,346,1534,672,2560,1440
val\val_084.jpg,crops\val\val_084.jpg,1,0,0.978652,1072.55,464.70,1312.95,713.53,1024,415,1361,763,2560,1440
val\val_085.jpg,crops\val\val_085.jpg,1,0,0.972099,1195.49,323.07,1427.60,487.14,1149,290,1474,520,2560,1440
val\val_086.jpg,crops\val\val_086.jpg,1,0,0.978356,1241.03,340.02,1477.58,518.15,1194,304,1525,554,2560,1440
val\val_087.jpg,crops\val\val_087.jpg,1,0,0.981608,1157.77,600.73,1384.70,678.58,1112,585,1430,694,2560,1440
val\val_088.jpg,crops\val\val_088.jpg,1,0,0.974960,1161.65,469.35,1374.27,683.75,1119,426,1417,727,2560,1440
val\val_089.jpg,crops\val\val_089.jpg,1,0,0.975046,1240.84,388.34,1463.22,547.08,1196,357,1508,579,2560,1440
val\val_090.jpg,crops\val\val_090.jpg,1,0,0.973919,1161.41,393.18,1389.15,557.33,1116,360,1435,590,2560,1440
val\val_091.jpg,crops\val\val_091.jpg,1,0,0.959222,1092.78,452.69,1334.87,532.13,1044,437,1383,548,2560,1440
val\val_092.jpg,crops\val\val_092.jpg,1,0,0.981372,1341.94,525.54,1577.67,774.10,1295,476,1625,824,2560,1440
val\val_093.jpg,crops\val\val_093.jpg,1,0,0.974420,1172.84,289.66,1420.73,467.73,1123,254,1470,503,2560,1440
val\val_094.jpg,crops\val\val_094.jpg,1,0,0.971074,1088.38,281.43,1342.40,467.45,1038,244,1393,505,2560,1440
val\val_095.jpg,crops\val\val_095.jpg,1,0,0.959109,1190.60,373.25,1432.01,470.39,1142,354,1480,490,2560,1440
val\val_096.jpg,crops\val\val_096.jpg,1,0,0.935324,1152.64,421.52,1516.96,788.76,1080,348,1590,862,2560,1440
val\val_097.jpg,crops\val\val_097.jpg,1,0,0.947264,1291.68,324.38,1654.04,671.52,1219,255,1727,741,2560,1440
val\val_098.jpg,crops\val\val_098.jpg,1,0,0.969812,1256.05,309.12,1639.76,665.83,1179,238,1716,737,2560,1440
val\val_099.jpg,crops\val\val_099.jpg,1,0,0.961306,1100.04,279.96,1467.56,537.89,1027,228,1541,589,2560,1440
val\val_100.jpg,crops\val\val_100.jpg,1,0,0.300976,1174.91,501.62,1407.34,739.82,1128,454,1454,787,2560,1440
val\val_101.jpg,crops\val\val_101.jpg,1,0,0.965988,1088.02,398.11,1347.26,590.94,1036,360,1399,630,2560,1440
val\val_102.jpg,crops\val\val_102.jpg,1,0,0.959502,843.56,372.26,1111.98,563.77,790,334,1166,602,2560,1440
val\val_103.jpg,crops\val\val_103.jpg,1,0,0.963680,1324.98,289.74,1593.03,385.02,1271,271,1647,404,2560,1440
val\val_104.jpg,crops\val\val_104.jpg,1,0,0.531407,1181.26,513.61,1376.25,718.02,1142,473,1415,759,2560,1440
val\val_105.jpg,crops\val\val_105.jpg,1,0,0.982253,1285.34,417.23,1513.05,601.99,1240,380,1559,639,2560,1440
val\val_106.jpg,crops\val\val_106.jpg,1,0,0.973913,1150.33,323.10,1373.76,483.69,1106,291,1418,516,2560,1440
val\val_107.jpg,crops\val\val_107.jpg,1,0,0.940998,1205.02,383.20,1441.46,467.78,1158,366,1489,485,2560,1440
val\val_108.jpg,crops\val\val_108.jpg,1,0,0.977260,1332.10,509.64,1542.88,723.35,1290,467,1585,766,2560,1440
val\val_109.jpg,crops\val\val_109.jpg,1,0,0.990086,1224.59,417.71,1448.07,573.63,1180,387,1493,605,2560,1440
val\val_110.jpg,crops\val\val_110.jpg,1,0,0.941827,1191.20,405.12,1418.17,564.81,1146,373,1464,597,2560,1440
val\val_111.jpg,crops\val\val_111.jpg,1,0,0.903938,1092.11,427.73,1309.47,511.52,1049,411,1353,528,2560,1440
val\val_112.jpg,crops\val\val_112.jpg,1,0,0.598441,1263.03,500.08,1470.54,714.28,1222,457,1512,757,2560,1440
val\val_113.jpg,crops\val\val_113.jpg,1,0,0.959796,1223.63,337.68,1444.96,499.56,1179,305,1489,532,2560,1440
val\val_114.jpg,crops\val\val_114.jpg,1,0,0.981192,1100.35,326.52,1329.36,501.40,1055,292,1375,536,2560,1440
val\val_115.jpg,crops\val\val_115.jpg,1,0,0.959786,1198.70,381.61,1434.68,461.79,1151,366,1482,478,2560,1440
val\val_116.jpg,crops\val\val_116.jpg,1,0,0.963177,1293.44,556.55,1503.36,774.65,1251,513,1545,818,2560,1440
val\val_117.jpg,crops\val\val_117.jpg,1,0,0.965470,1367.49,311.65,1610.07,481.74,1319,278,1659,516,2560,1440
val\val_118.jpg,crops\val\val_118.jpg,1,0,0.959275,1111.72,428.85,1358.45,606.14,1062,393,1408,642,2560,1440
val\val_119.jpg,crops\val\val_119.jpg,1,0,0.909375,1065.61,395.47,1341.40,481.89,1010,378,1397,499,2560,1440
val\val_120.jpg,crops\val\val_120.jpg,1,0,0.909953,1217.27,500.45,1422.79,715.43,1176,457,1464,758,2560,1440
val\val_121.jpg,crops\val\val_121.jpg,1,0,0.974048,1125.75,297.73,1358.82,473.52,1079,263,1405,509,2560,1440
val\val_122.jpg,crops\val\val_122.jpg,1,0,0.976746,1068.84,246.44,1282.15,391.58,1026,217,1325,421,2560,1440
val\val_123.jpg,crops\val\val_123.jpg,1,0,0.939132,1175.35,318.04,1449.88,409.54,1120,300,1505,428,2560,1440
val\val_124.jpg,crops\val\val_124.jpg,1,0,0.974606,1164.15,528.60,1385.90,758.20,1120,483,1430,804,2560,1440
val\val_125.jpg,crops\val\val_125.jpg,1,0,0.980386,1065.62,312.74,1312.23,501.73,1016,275,1362,540,2560,1440
val\val_126.jpg,crops\val\val_126.jpg,1,0,0.408728,1030.28,315.95,1293.42,517.49,978,276,1346,558,2560,1440
val\val_127.jpg,crops\val\val_127.jpg,1,0,0.941720,1093.13,497.08,1328.96,581.13,1046,480,1376,598,2560,1440
val\val_128.jpg,crops\val\val_128.jpg,1,0,0.887074,1202.49,529.85,1405.28,734.17,1162,489,1446,775,2560,1440
val\val_129.jpg,crops\val\val_129.jpg,1,0,0.970368,1183.23,561.38,1418.29,748.18,1136,524,1465,786,2560,1440
val\val_130.jpg,crops\val\val_130.jpg,1,0,0.932979,1033.25,549.44,1288.61,750.04,982,509,1340,790,2560,1440
val\val_131.jpg,crops\val\val_131.jpg,1,0,0.761765,1031.23,516.07,1278.36,604.80,982,498,1328,623,2560,1440
val\val_132.jpg,crops\val\val_132.jpg,1,0,0.702578,1262.37,485.75,1470.94,696.99,1221,443,1513,739,2560,1440
val\val_133.jpg,crops\val\val_133.jpg,1,0,0.984894,1277.13,487.84,1525.83,682.31,1227,449,1576,721,2560,1440
val\val_134.jpg,crops\val\val_134.jpg,1,0,0.985051,1187.62,451.48,1450.44,666.72,1135,408,1503,710,2560,1440
val\val_135.jpg,crops\val\val_135.jpg,1,0,0.848309,1231.99,358.36,1490.82,453.17,1180,339,1543,472,2560,1440
val\val_136.jpg,crops\val\val_136.jpg,1,0,0.561655,1232.95,494.29,1458.90,728.32,1188,447,1504,775,2560,1440
val\val_137.jpg,crops\val\val_137.jpg,1,0,0.981690,1258.58,342.54,1510.90,525.03,1208,306,1561,562,2560,1440
val\val_138.jpg,crops\val\val_138.jpg,1,0,0.280475,968.68,312.62,1238.08,509.32,915,273,1292,549,2560,1440
val\val_139.jpg,crops\val\val_139.jpg,1,0,0.952200,1145.61,384.31,1386.66,468.74,1097,367,1435,486,2560,1440
val\val_140.jpg,crops\val\val_140.jpg,1,0,0.977808,1262.95,501.53,1476.91,720.47,1220,458,1520,764,2560,1440
val\val_141.jpg,crops\val\val_141.jpg,1,0,0.880513,1109.43,461.12,1345.64,650.30,1062,423,1393,688,2560,1440
val\val_142.jpg,crops\val\val_142.jpg,1,0,0.982479,1003.33,415.91,1256.16,612.41,953,377,1307,652,2560,1440
val\val_143.jpg,crops\val\val_143.jpg,1,0,0.947000,1245.64,439.59,1487.32,538.97,1197,420,1536,559,2560,1440
val\val_144.jpg,crops\val\val_144.jpg,1,0,0.976852,1246.83,599.89,1462.44,821.27,1204,556,1506,866,2560,1440
val\val_145.jpg,crops\val\val_145.jpg,1,0,0.978821,1267.25,319.72,1502.60,500.73,1220,284,1550,537,2560,1440
val\val_146.jpg,crops\val\val_146.jpg,1,0,0.596378,1136.99,319.72,1383.93,513.55,1088,281,1433,552,2560,1440
val\val_147.jpg,crops\val\val_147.jpg,1,0,0.897609,1139.48,302.02,1396.80,387.80,1088,285,1448,405,2560,1440
val\val_148.jpg,crops\val\val_148.jpg,1,0,0.825182,1182.84,568.34,1408.47,803.29,1138,521,1454,850,2560,1440
val\val_149.jpg,crops\val\val_149.jpg,1,0,0.972028,1185.95,308.55,1414.28,477.66,1140,275,1460,511,2560,1440
val\val_150.jpg,crops\val\val_150.jpg,1,0,0.784861,1126.92,329.98,1346.34,484.02,1083,299,1390,515,2560,1440
val\val_151.jpg,crops\val\val_151.jpg,1,0,0.920323,1115.48,389.11,1352.06,465.61,1068,374,1399,481,2560,1440
val\val_152.jpg,crops\val\val_152.jpg,1,0,0.973805,1278.70,528.40,1494.33,746.32,1236,485,1537,790,2560,1440
val\val_153.jpg,crops\val\val_153.jpg,1,0,0.981078,1134.46,471.71,1368.68,642.53,1088,438,1416,677,2560,1440
val\val_154.jpg,crops\val\val_154.jpg,1,0,0.979973,937.60,373.38,1182.55,543.92,889,339,1232,578,2560,1440
val\val_155.jpg,crops\val\val_155.jpg,1,0,0.769998,1038.93,389.06,1321.79,477.49,982,371,1378,495,2560,1440
val\val_156.jpg,crops\val\val_156.jpg,1,0,0.571745,1245.17,461.28,1653.67,858.23,1163,382,1735,938,2560,1440
val\val_157.jpg,crops\val\val_157.jpg,1,0,0.965617,962.54,195.02,1389.03,596.25,877,115,1474,676,2560,1440
val\val_158.jpg,crops\val\val_158.jpg,1,0,0.802064,970.14,174.67,1398.88,572.91,884,95,1485,653,2560,1440
val\val_159.jpg,crops\val\val_159.jpg,1,0,0.902205,1130.02,193.98,1564.56,485.41,1043,136,1651,544,2560,1440
val\val_160.jpg,crops\val\val_160.jpg,1,0,0.968100,1153.93,443.68,1489.95,790.92,1087,374,1557,860,2560,1440
val\val_161.jpg,crops\val\val_161.jpg,1,0,0.965405,1024.68,247.42,1389.47,551.27,952,187,1462,612,2560,1440
val\val_162.jpg,crops\val\val_162.jpg,1,0,0.978601,924.73,219.72,1306.07,535.73,848,157,1382,599,2560,1440
val\val_163.jpg,crops\val\val_163.jpg,1,0,0.972876,1015.35,415.25,1417.57,662.71,935,366,1498,712,2560,1440
val\val_164.jpg,crops\val\val_164.jpg,1,0,0.983676,1277.00,540.57,1492.53,760.70,1234,497,1536,805,2560,1440
val\val_165.jpg,crops\val\val_165.jpg,1,0,0.980985,1255.54,279.92,1475.13,442.21,1212,247,1519,475,2560,1440
val\val_166.jpg,crops\val\val_166.jpg,1,0,0.380219,1016.09,202.10,1260.54,383.26,967,166,1309,419,2560,1440
val\val_167.jpg,crops\val\val_167.jpg,1,0,0.900482,1152.10,370.49,1401.60,452.36,1102,354,1452,469,2560,1440
val\val_168.jpg,crops\val\val_168.jpg,1,0,0.203361,1122.82,510.50,1333.91,732.19,1081,466,1376,777,2560,1440
val\val_169.jpg,crops\val\val_169.jpg,1,0,0.975237,1196.73,311.08,1444.52,485.08,1147,276,1494,520,2560,1440
val\val_170.jpg,crops\val\val_170.jpg,1,0,0.773945,928.51,327.22,1188.25,517.62,877,289,1240,556,2560,1440
val\val_171.jpg,crops\val\val_171.jpg,1,0,0.802187,1082.22,401.53,1345.07,484.08,1030,385,1398,501,2560,1440
val\val_172.jpg,crops\val\val_172.jpg,1,0,0.979875,1276.31,501.54,1493.99,728.10,1233,456,1538,773,2560,1440
val\val_173.jpg,crops\val\val_173.jpg,1,0,0.492458,1268.68,452.51,1507.59,646.49,1221,414,1555,685,2560,1440
val\val_174.jpg,crops\val\val_174.jpg,1,0,0.974896,1020.56,382.90,1282.68,591.78,968,341,1335,634,2560,1440
val\val_175.jpg,crops\val\val_175.jpg,1,0,0.968845,1126.14,346.95,1387.04,433.66,1074,330,1439,451,2560,1440
val\val_176.jpg,crops\val\val_176.jpg,1,0,0.981332,1177.65,543.38,1395.07,768.49,1134,498,1439,814,2560,1440
val\val_177.jpg,crops\val\val_177.jpg,1,0,0.359497,1074.57,337.96,1296.13,494.85,1030,307,1340,526,2560,1440
val\val_178.jpg,crops\val\val_178.jpg,1,0,0.778487,1040.64,253.36,1282.12,418.71,992,220,1330,452,2560,1440
val\val_179.jpg,crops\val\val_179.jpg,1,0,0.934462,1068.95,521.72,1313.30,605.77,1020,505,1362,623,2560,1440
val\val_180.jpg,crops\val\val_180.jpg,1,0,0.809157,1075.44,531.93,1264.90,724.42,1038,493,1303,763,2560,1440
val\val_181.jpg,crops\val\val_181.jpg,1,0,0.970155,1200.63,480.63,1422.85,652.60,1156,446,1467,687,2560,1440
val\val_182.jpg,crops\val\val_182.jpg,1,0,0.896109,1089.60,497.50,1335.49,577.86,1040,481,1385,594,2560,1440
val\val_183.jpg,crops\val\val_183.jpg,1,0,0.980029,1172.09,224.79,1402.71,403.63,1126,189,1449,439,2560,1440
val\val_184.jpg,crops\val\val_184.jpg,1,0,0.671737,1444.99,535.39,1662.01,754.00,1402,492,1705,798,2560,1440
val\val_185.jpg,crops\val\val_185.jpg,1,0,0.985013,1341.75,370.16,1582.00,541.35,1294,336,1630,576,2560,1440
val\val_186.jpg,crops\val\val_186.jpg,1,0,0.975864,1243.45,412.65,1486.21,591.06,1195,377,1535,627,2560,1440
val\val_187.jpg,crops\val\val_187.jpg,1,0,0.976180,1194.78,474.35,1437.71,563.87,1146,456,1486,582,2560,1440
val\val_188.jpg,crops\val\val_188.jpg,1,0,0.931539,1197.48,623.91,1412.57,845.05,1154,580,1456,889,2560,1440
val\val_189.jpg,crops\val\val_189.jpg,1,0,0.981490,1079.65,276.08,1327.77,466.25,1030,238,1377,504,2560,1440
val\val_190.jpg,crops\val\val_190.jpg,1,0,0.960765,1240.85,370.33,1486.80,552.17,1192,334,1536,589,2560,1440
val\val_191.jpg,crops\val\val_191.jpg,1,0,0.894405,1261.94,544.19,1507.09,625.46,1213,528,1556,642,2560,1440
val\val_192.jpg,crops\val\val_192.jpg,1,0,0.983257,1249.78,531.15,1442.13,730.49,1211,491,1481,770,2560,1440
val\val_193.jpg,crops\val\val_193.jpg,1,0,0.957609,1232.28,408.28,1447.83,556.72,1189,379,1491,586,2560,1440
val\val_194.jpg,crops\val\val_194.jpg,1,0,0.790483,1236.74,289.54,1472.54,455.36,1190,256,1520,489,2560,1440
val\val_195.jpg,crops\val\val_195.jpg,1,0,0.913323,1140.10,451.76,1391.20,532.76,1090,436,1441,549,2560,1440
val\val_196.jpg,crops\val\val_196.jpg,1,0,0.987410,1309.46,550.28,1523.03,775.10,1267,505,1566,820,2560,1440
val\val_197.jpg,crops\val\val_197.jpg,1,0,0.983714,1189.44,338.50,1444.23,532.87,1138,300,1495,572,2560,1440
val\val_198.jpg,crops\val\val_198.jpg,1,0,0.977868,1054.90,338.71,1318.74,542.07,1002,298,1372,583,2560,1440
val\val_199.jpg,crops\val\val_199.jpg,1,0,0.899584,1162.92,396.78,1428.69,490.21,1110,378,1482,509,2560,1440
